Id,week,region_code,region_name,TauxGrippe
3314,201349,41,LORRAINE,26
3315,201349,73,MIDI-PYRENEES,29
3316,201349,31,NORD-PAS-DE-CALAIS,92
3317,201349,52,PAYS-DE-LA-LOIRE,8
3318,201349,22,PICARDIE,10
3319,201349,54,POITOU-CHARENTES,15
3320,201349,93,PROVENCE-ALPES-COTE-D-AZUR,34
3321,201349,11,ILE-DE-FRANCE,10
3322,201349,82,RHONE-ALPES,66
3323,201348,42,ALSACE,21
3324,201348,72,AQUITAINE,69
3325,201348,83,AUVERGNE,20
3326,201348,25,BASSE-NORMANDIE,0
3327,201348,26,BOURGOGNE,4
3328,201348,53,BRETAGNE,70
3329,201348,24,CENTRE,8
3330,201348,21,CHAMPAGNE-ARDENNE,30
3331,201348,94,CORSE,23
3332,201348,43,FRANCHE-COMTE,28
3333,201348,23,HAUTE-NORMANDIE,3
3334,201348,91,LANGUEDOC-ROUSSILLON,31
3335,201348,74,LIMOUSIN,5
3336,201348,41,LORRAINE,32
3337,201348,73,MIDI-PYRENEES,10
3338,201348,31,NORD-PAS-DE-CALAIS,70
3339,201348,52,PAYS-DE-LA-LOIRE,20
3340,201348,22,PICARDIE,16
3341,201348,54,POITOU-CHARENTES,0
3342,201348,93,PROVENCE-ALPES-COTE-D-AZUR,23
3343,201348,11,ILE-DE-FRANCE,12
3344,201348,82,RHONE-ALPES,49
3345,201347,42,ALSACE,35
3346,201347,72,AQUITAINE,69
3347,201347,83,AUVERGNE,26
3348,201347,25,BASSE-NORMANDIE,0
3349,201347,26,BOURGOGNE,36
3350,201347,53,BRETAGNE,62
3351,201347,24,CENTRE,12
3352,201347,21,CHAMPAGNE-ARDENNE,30
3353,201347,94,CORSE,2
3354,201347,43,FRANCHE-COMTE,18
3355,201347,23,HAUTE-NORMANDIE,5
3356,201347,91,LANGUEDOC-ROUSSILLON,106
3357,201347,74,LIMOUSIN,28
3358,201347,41,LORRAINE,50
3359,201347,73,MIDI-PYRENEES,22
3360,201347,31,NORD-PAS-DE-CALAIS,120
3361,201347,52,PAYS-DE-LA-LOIRE,0
3362,201347,22,PICARDIE,13
3363,201347,54,POITOU-CHARENTES,30
3364,201347,93,PROVENCE-ALPES-COTE-D-AZUR,40
3365,201347,11,ILE-DE-FRANCE,15
3366,201347,82,RHONE-ALPES,33
3367,201346,42,ALSACE,12
3368,201346,72,AQUITAINE,45
3369,201346,83,AUVERGNE,1
3370,201346,25,BASSE-NORMANDIE,0
3371,201346,26,BOURGOGNE,21
3372,201346,53,BRETAGNE,53
3373,201346,24,CENTRE,24
3374,201346,21,CHAMPAGNE-ARDENNE,64
3375,201346,94,CORSE,0
3376,201346,43,FRANCHE-COMTE,12
3377,201346,23,HAUTE-NORMANDIE,24
3378,201346,91,LANGUEDOC-ROUSSILLON,22
3379,201346,74,LIMOUSIN,5
3380,201346,41,LORRAINE,9
3381,201346,73,MIDI-PYRENEES,8
3382,201346,31,NORD-PAS-DE-CALAIS,61
3383,201346,52,PAYS-DE-LA-LOIRE,0
3384,201346,22,PICARDIE,0
3385,201346,54,POITOU-CHARENTES,18
3386,201346,93,PROVENCE-ALPES-COTE-D-AZUR,9
3387,201346,11,ILE-DE-FRANCE,28
3388,201346,82,RHONE-ALPES,16
3389,201345,42,ALSACE,10
3390,201345,72,AQUITAINE,21
3391,201345,83,AUVERGNE,4
3392,201345,25,BASSE-NORMANDIE,0
3393,201345,26,BOURGOGNE,0
3394,201345,53,BRETAGNE,113
3395,201345,24,CENTRE,20
3396,201345,21,CHAMPAGNE-ARDENNE,0
3397,201345,94,CORSE,0
3398,201345,43,FRANCHE-COMTE,9
3399,201345,23,HAUTE-NORMANDIE,8
3400,201345,91,LANGUEDOC-ROUSSILLON,30
3401,201345,74,LIMOUSIN,0
3402,201345,41,LORRAINE,4
3403,201345,73,MIDI-PYRENEES,0
3404,201345,31,NORD-PAS-DE-CALAIS,63
3405,201345,52,PAYS-DE-LA-LOIRE,0
3406,201345,22,PICARDIE,23
3407,201345,54,POITOU-CHARENTES,7
3408,201345,93,PROVENCE-ALPES-COTE-D-AZUR,0
3409,201345,11,ILE-DE-FRANCE,28
3410,201345,82,RHONE-ALPES,14
3411,201344,42,ALSACE,10
3412,201344,72,AQUITAINE,0
3413,201344,83,AUVERGNE,0
3414,201344,25,BASSE-NORMANDIE,0
3415,201344,26,BOURGOGNE,0
3416,201344,53,BRETAGNE,22
3417,201344,24,CENTRE,20
3418,201344,21,CHAMPAGNE-ARDENNE,0
3419,201344,94,CORSE,0
3420,201344,43,FRANCHE-COMTE,13
3421,201344,23,HAUTE-NORMANDIE,0
3422,201344,91,LANGUEDOC-ROUSSILLON,58
3423,201344,74,LIMOUSIN,0
3424,201344,41,LORRAINE,0
3425,201344,73,MIDI-PYRENEES,0
3426,201344,31,NORD-PAS-DE-CALAIS,28
3427,201344,52,PAYS-DE-LA-LOIRE,0
3428,201344,22,PICARDIE,9
3429,201344,54,POITOU-CHARENTES,29
3430,201344,93,PROVENCE-ALPES-COTE-D-AZUR,12
3431,201344,11,ILE-DE-FRANCE,20
3432,201344,82,RHONE-ALPES,20
3433,201343,42,ALSACE,0
3434,201343,72,AQUITAINE,23
3435,201343,83,AUVERGNE,0
3436,201343,25,BASSE-NORMANDIE,0
3437,201343,26,BOURGOGNE,0
3438,201343,53,BRETAGNE,0
3439,201343,24,CENTRE,28
3440,201343,21,CHAMPAGNE-ARDENNE,0
3441,201343,94,CORSE,0
3442,201343,43,FRANCHE-COMTE,0
3443,201343,23,HAUTE-NORMANDIE,8
3444,201343,91,LANGUEDOC-ROUSSILLON,46
3445,201343,74,LIMOUSIN,0
3446,201343,41,LORRAINE,15
3447,201343,73,MIDI-PYRENEES,0
3448,201343,31,NORD-PAS-DE-CALAIS,104
3449,201343,52,PAYS-DE-LA-LOIRE,0
3450,201343,22,PICARDIE,32
3451,201343,54,POITOU-CHARENTES,14
3452,201343,93,PROVENCE-ALPES-COTE-D-AZUR,9
3453,201343,11,ILE-DE-FRANCE,12
3454,201343,82,RHONE-ALPES,20
3455,201342,42,ALSACE,0
3456,201342,72,AQUITAINE,48
3457,201342,83,AUVERGNE,9
3458,201342,25,BASSE-NORMANDIE,0
3459,201342,26,BOURGOGNE,0
3460,201342,53,BRETAGNE,28
3461,201342,24,CENTRE,15
3462,201342,21,CHAMPAGNE-ARDENNE,9
3463,201342,94,CORSE,0
3464,201342,43,FRANCHE-COMTE,0
3465,201342,23,HAUTE-NORMANDIE,5
3466,201342,91,LANGUEDOC-ROUSSILLON,8
3467,201342,74,LIMOUSIN,0
3468,201342,41,LORRAINE,18
3469,201342,73,MIDI-PYRENEES,0
3470,201342,31,NORD-PAS-DE-CALAIS,92
3471,201342,52,PAYS-DE-LA-LOIRE,0
3472,201342,22,PICARDIE,4
3473,201342,54,POITOU-CHARENTES,45
3474,201342,93,PROVENCE-ALPES-COTE-D-AZUR,2
3475,201342,11,ILE-DE-FRANCE,23
3476,201342,82,RHONE-ALPES,20
3477,201341,42,ALSACE,0
3478,201341,72,AQUITAINE,83
3479,201341,83,AUVERGNE,5
3480,201341,25,BASSE-NORMANDIE,0
3481,201341,26,BOURGOGNE,0
3482,201341,53,BRETAGNE,9
3483,201341,24,CENTRE,1
3484,201341,21,CHAMPAGNE-ARDENNE,23
3485,201341,94,CORSE,0
3486,201341,43,FRANCHE-COMTE,0
3487,201341,23,HAUTE-NORMANDIE,0
3488,201341,91,LANGUEDOC-ROUSSILLON,25
3489,201341,74,LIMOUSIN,0
3490,201341,41,LORRAINE,0
3491,201341,73,MIDI-PYRENEES,9
3492,201341,31,NORD-PAS-DE-CALAIS,71
3493,201341,52,PAYS-DE-LA-LOIRE,0
3494,201341,22,PICARDIE,14
3495,201341,54,POITOU-CHARENTES,0
3496,201341,93,PROVENCE-ALPES-COTE-D-AZUR,5
3497,201341,11,ILE-DE-FRANCE,11
3498,201341,82,RHONE-ALPES,13
3499,201340,42,ALSACE,0
3500,201340,72,AQUITAINE,52
3501,201340,83,AUVERGNE,0
3502,201340,25,BASSE-NORMANDIE,0
3503,201340,26,BOURGOGNE,0
3504,201340,53,BRETAGNE,2
3505,201340,24,CENTRE,6
3506,201340,21,CHAMPAGNE-ARDENNE,0
3507,201340,94,CORSE,0
3508,201340,43,FRANCHE-COMTE,0
3509,201340,23,HAUTE-NORMANDIE,31
3510,201340,91,LANGUEDOC-ROUSSILLON,14
3511,201340,74,LIMOUSIN,39
3512,201340,41,LORRAINE,0
3513,201340,73,MIDI-PYRENEES,0
3514,201340,31,NORD-PAS-DE-CALAIS,71
3515,201340,52,PAYS-DE-LA-LOIRE,4
3516,201340,22,PICARDIE,4
3517,201340,54,POITOU-CHARENTES,0
3518,201340,93,PROVENCE-ALPES-COTE-D-AZUR,1
3519,201340,11,ILE-DE-FRANCE,10
3520,201340,82,RHONE-ALPES,10
3521,201339,42,ALSACE,0
3522,201339,72,AQUITAINE,33
3523,201339,83,AUVERGNE,0
3524,201339,25,BASSE-NORMANDIE,0
3525,201339,26,BOURGOGNE,0
3526,201339,53,BRETAGNE,19
3527,201339,24,CENTRE,4
3528,201339,21,CHAMPAGNE-ARDENNE,20
3529,201339,94,CORSE,0
3530,201339,43,FRANCHE-COMTE,0
3531,201339,23,HAUTE-NORMANDIE,16
3532,201339,91,LANGUEDOC-ROUSSILLON,39
3533,201339,74,LIMOUSIN,23
3534,201339,41,LORRAINE,0
3535,201339,73,MIDI-PYRENEES,0
3536,201339,31,NORD-PAS-DE-CALAIS,1
3537,201339,52,PAYS-DE-LA-LOIRE,7
3538,201339,22,PICARDIE,0
3539,201339,54,POITOU-CHARENTES,0
3540,201339,93,PROVENCE-ALPES-COTE-D-AZUR,0
3541,201339,11,ILE-DE-FRANCE,0
3542,201339,82,RHONE-ALPES,21
3543,201338,42,ALSACE,0
3544,201338,72,AQUITAINE,147
3545,201338,83,AUVERGNE,7
3546,201338,25,BASSE-NORMANDIE,0
3547,201338,26,BOURGOGNE,0
3548,201338,53,BRETAGNE,29
3549,201338,24,CENTRE,8
3550,201338,21,CHAMPAGNE-ARDENNE,0
3551,201338,94,CORSE,0
3552,201338,43,FRANCHE-COMTE,3
3553,201338,23,HAUTE-NORMANDIE,0
3554,201338,91,LANGUEDOC-ROUSSILLON,0
3555,201338,74,LIMOUSIN,31
3556,201338,41,LORRAINE,0
3557,201338,73,MIDI-PYRENEES,7
3558,201338,31,NORD-PAS-DE-CALAIS,51
3559,201338,52,PAYS-DE-LA-LOIRE,4
3560,201338,22,PICARDIE,0
3561,201338,54,POITOU-CHARENTES,27
3562,201338,93,PROVENCE-ALPES-COTE-D-AZUR,0
3563,201338,11,ILE-DE-FRANCE,0
3564,201338,82,RHONE-ALPES,17
3565,201337,42,ALSACE,0
3566,201337,72,AQUITAINE,38
3567,201337,83,AUVERGNE,0
3568,201337,25,BASSE-NORMANDIE,0
3569,201337,26,BOURGOGNE,0
3570,201337,53,BRETAGNE,2
3571,201337,24,CENTRE,2
3572,201337,21,CHAMPAGNE-ARDENNE,0
3573,201337,94,CORSE,0
3574,201337,43,FRANCHE-COMTE,3
3575,201337,23,HAUTE-NORMANDIE,32
3576,201337,91,LANGUEDOC-ROUSSILLON,0
3577,201337,74,LIMOUSIN,29
3578,201337,41,LORRAINE,0
3579,201337,73,MIDI-PYRENEES,0
3580,201337,31,NORD-PAS-DE-CALAIS,43
3581,201337,52,PAYS-DE-LA-LOIRE,8
3582,201337,22,PICARDIE,0
3583,201337,54,POITOU-CHARENTES,0
3584,201337,93,PROVENCE-ALPES-COTE-D-AZUR,0
3585,201337,11,ILE-DE-FRANCE,8
3586,201337,82,RHONE-ALPES,5
3587,201336,42,ALSACE,0
3588,201336,72,AQUITAINE,37
3589,201336,83,AUVERGNE,0
3590,201336,25,BASSE-NORMANDIE,0
3591,201336,26,BOURGOGNE,32
3592,201336,53,BRETAGNE,31
3593,201336,24,CENTRE,11
3594,201336,21,CHAMPAGNE-ARDENNE,0
3595,201336,94,CORSE,0
3596,201336,43,FRANCHE-COMTE,0
3597,201336,23,HAUTE-NORMANDIE,0
3598,201336,91,LANGUEDOC-ROUSSILLON,0
3599,201336,74,LIMOUSIN,0
3600,201336,41,LORRAINE,0
3601,201336,73,MIDI-PYRENEES,0
3602,201336,31,NORD-PAS-DE-CALAIS,33
3603,201336,52,PAYS-DE-LA-LOIRE,0
3604,201336,22,PICARDIE,0
3605,201336,54,POITOU-CHARENTES,0
3606,201336,93,PROVENCE-ALPES-COTE-D-AZUR,7
3607,201336,11,ILE-DE-FRANCE,0
3608,201336,82,RHONE-ALPES,1
3609,201335,42,ALSACE,0
3610,201335,72,AQUITAINE,0
3611,201335,83,AUVERGNE,0
3612,201335,25,BASSE-NORMANDIE,0
3613,201335,26,BOURGOGNE,0
3614,201335,53,BRETAGNE,3
3615,201335,24,CENTRE,0
3616,201335,21,CHAMPAGNE-ARDENNE,0
3617,201335,94,CORSE,0
3618,201335,43,FRANCHE-COMTE,0
3619,201335,23,HAUTE-NORMANDIE,8
3620,201335,91,LANGUEDOC-ROUSSILLON,0
3621,201335,74,LIMOUSIN,0
3622,201335,41,LORRAINE,0
3623,201335,73,MIDI-PYRENEES,0
3624,201335,31,NORD-PAS-DE-CALAIS,9
3625,201335,52,PAYS-DE-LA-LOIRE,0
3626,201335,22,PICARDIE,0
3627,201335,54,POITOU-CHARENTES,0
3628,201335,93,PROVENCE-ALPES-COTE-D-AZUR,0
3629,201335,11,ILE-DE-FRANCE,0
3630,201335,82,RHONE-ALPES,0
3631,201334,42,ALSACE,0
3632,201334,72,AQUITAINE,0
3633,201334,83,AUVERGNE,0
3634,201334,25,BASSE-NORMANDIE,0
3635,201334,26,BOURGOGNE,0
3636,201334,53,BRETAGNE,0
3637,201334,24,CENTRE,0
3638,201334,21,CHAMPAGNE-ARDENNE,0
3639,201334,94,CORSE,0
3640,201334,43,FRANCHE-COMTE,0
3641,201334,23,HAUTE-NORMANDIE,0
3642,201334,91,LANGUEDOC-ROUSSILLON,0
3643,201334,74,LIMOUSIN,0
3644,201334,41,LORRAINE,0
3645,201334,73,MIDI-PYRENEES,0
3646,201334,31,NORD-PAS-DE-CALAIS,31
3647,201334,52,PAYS-DE-LA-LOIRE,0
3648,201334,22,PICARDIE,0
3649,201334,54,POITOU-CHARENTES,0
3650,201334,93,PROVENCE-ALPES-COTE-D-AZUR,0
3651,201334,11,ILE-DE-FRANCE,0
3652,201334,82,RHONE-ALPES,0
3653,201333,42,ALSACE,0
3654,201333,72,AQUITAINE,0
3655,201333,83,AUVERGNE,0
3656,201333,25,BASSE-NORMANDIE,0
3657,201333,26,BOURGOGNE,0
3658,201333,53,BRETAGNE,0
3659,201333,24,CENTRE,0
3660,201333,21,CHAMPAGNE-ARDENNE,0
3661,201333,94,CORSE,0
3662,201333,43,FRANCHE-COMTE,0
3663,201333,23,HAUTE-NORMANDIE,0
3664,201333,91,LANGUEDOC-ROUSSILLON,0
3665,201333,74,LIMOUSIN,0
3666,201333,41,LORRAINE,0
3667,201333,73,MIDI-PYRENEES,0
3668,201333,31,NORD-PAS-DE-CALAIS,47
3669,201333,52,PAYS-DE-LA-LOIRE,36
3670,201333,22,PICARDIE,0
3671,201333,54,POITOU-CHARENTES,0
3672,201333,93,PROVENCE-ALPES-COTE-D-AZUR,3
3673,201333,11,ILE-DE-FRANCE,0
3674,201333,82,RHONE-ALPES,7
3675,201332,42,ALSACE,0
3676,201332,72,AQUITAINE,0
3677,201332,83,AUVERGNE,0
3678,201332,25,BASSE-NORMANDIE,0
3679,201332,26,BOURGOGNE,0
3680,201332,53,BRETAGNE,0
3681,201332,24,CENTRE,0
3682,201332,21,CHAMPAGNE-ARDENNE,0
3683,201332,94,CORSE,0
3684,201332,43,FRANCHE-COMTE,14
3685,201332,23,HAUTE-NORMANDIE,0
3686,201332,91,LANGUEDOC-ROUSSILLON,0
3687,201332,74,LIMOUSIN,0
3688,201332,41,LORRAINE,0
3689,201332,73,MIDI-PYRENEES,0
3690,201332,31,NORD-PAS-DE-CALAIS,122
3691,201332,52,PAYS-DE-LA-LOIRE,0
3692,201332,22,PICARDIE,0
3693,201332,54,POITOU-CHARENTES,0
3694,201332,93,PROVENCE-ALPES-COTE-D-AZUR,3
3695,201332,11,ILE-DE-FRANCE,0
3696,201332,82,RHONE-ALPES,5
3697,201331,42,ALSACE,0
3698,201331,72,AQUITAINE,14
3699,201331,83,AUVERGNE,0
3700,201331,25,BASSE-NORMANDIE,0
3701,201331,26,BOURGOGNE,0
3702,201331,53,BRETAGNE,0
3703,201331,24,CENTRE,0
3704,201331,21,CHAMPAGNE-ARDENNE,0
3705,201331,94,CORSE,0
3706,201331,43,FRANCHE-COMTE,0
3707,201331,23,HAUTE-NORMANDIE,0
3708,201331,91,LANGUEDOC-ROUSSILLON,0
3709,201331,74,LIMOUSIN,5
3710,201331,41,LORRAINE,0
3711,201331,73,MIDI-PYRENEES,0
3712,201331,31,NORD-PAS-DE-CALAIS,8
3713,201331,52,PAYS-DE-LA-LOIRE,0
3714,201331,22,PICARDIE,0
3715,201331,54,POITOU-CHARENTES,0
3716,201331,93,PROVENCE-ALPES-COTE-D-AZUR,0
3717,201331,11,ILE-DE-FRANCE,0
3718,201331,82,RHONE-ALPES,0
3719,201330,42,ALSACE,0
3720,201330,72,AQUITAINE,54
3721,201330,83,AUVERGNE,0
3722,201330,25,BASSE-NORMANDIE,0
3723,201330,26,BOURGOGNE,45
3724,201330,53,BRETAGNE,0
3725,201330,24,CENTRE,0
3726,201330,21,CHAMPAGNE-ARDENNE,16
3727,201330,94,CORSE,0
3728,201330,43,FRANCHE-COMTE,0
3729,201330,23,HAUTE-NORMANDIE,0
3730,201330,91,LANGUEDOC-ROUSSILLON,0
3731,201330,74,LIMOUSIN,28
3732,201330,41,LORRAINE,0
3733,201330,73,MIDI-PYRENEES,4
3734,201330,31,NORD-PAS-DE-CALAIS,0
3735,201330,52,PAYS-DE-LA-LOIRE,0
3736,201330,22,PICARDIE,0
3737,201330,54,POITOU-CHARENTES,0
3738,201330,93,PROVENCE-ALPES-COTE-D-AZUR,0
3739,201330,11,ILE-DE-FRANCE,0
3740,201330,82,RHONE-ALPES,0
3741,201329,42,ALSACE,0
3742,201329,72,AQUITAINE,0
3743,201329,83,AUVERGNE,0
3744,201329,25,BASSE-NORMANDIE,0
3745,201329,26,BOURGOGNE,19
3746,201329,53,BRETAGNE,20
3747,201329,24,CENTRE,0
3748,201329,21,CHAMPAGNE-ARDENNE,10
3749,201329,94,CORSE,0
3750,201329,43,FRANCHE-COMTE,0
3751,201329,23,HAUTE-NORMANDIE,0
3752,201329,91,LANGUEDOC-ROUSSILLON,0
3753,201329,74,LIMOUSIN,0
3754,201329,41,LORRAINE,0
3755,201329,73,MIDI-PYRENEES,12
3756,201329,31,NORD-PAS-DE-CALAIS,0
3757,201329,52,PAYS-DE-LA-LOIRE,0
3758,201329,22,PICARDIE,0
3759,201329,54,POITOU-CHARENTES,0
3760,201329,93,PROVENCE-ALPES-COTE-D-AZUR,0
3761,201329,11,ILE-DE-FRANCE,0
3762,201329,82,RHONE-ALPES,0
3763,201328,42,ALSACE,0
3764,201328,72,AQUITAINE,0
3765,201328,83,AUVERGNE,0
3766,201328,25,BASSE-NORMANDIE,0
3767,201328,26,BOURGOGNE,0
3768,201328,53,BRETAGNE,16
3769,201328,24,CENTRE,0
3770,201328,21,CHAMPAGNE-ARDENNE,0
3771,201328,94,CORSE,0
3772,201328,43,FRANCHE-COMTE,28
3773,201328,23,HAUTE-NORMANDIE,0
3774,201328,91,LANGUEDOC-ROUSSILLON,0
3775,201328,74,LIMOUSIN,0
3776,201328,41,LORRAINE,0
3777,201328,73,MIDI-PYRENEES,4
3778,201328,31,NORD-PAS-DE-CALAIS,0
3779,201328,52,PAYS-DE-LA-LOIRE,0
3780,201328,22,PICARDIE,0
3781,201328,54,POITOU-CHARENTES,0
3782,201328,93,PROVENCE-ALPES-COTE-D-AZUR,0
3783,201328,11,ILE-DE-FRANCE,0
3784,201328,82,RHONE-ALPES,1
3785,201327,42,ALSACE,0
3786,201327,72,AQUITAINE,0
3787,201327,83,AUVERGNE,0
3788,201327,25,BASSE-NORMANDIE,0
3789,201327,26,BOURGOGNE,0
3790,201327,53,BRETAGNE,55
3791,201327,24,CENTRE,14
3792,201327,21,CHAMPAGNE-ARDENNE,0
3793,201327,94,CORSE,0
3794,201327,43,FRANCHE-COMTE,55
3795,201327,23,HAUTE-NORMANDIE,0
3796,201327,91,LANGUEDOC-ROUSSILLON,0
3797,201327,74,LIMOUSIN,0
3798,201327,41,LORRAINE,0
3799,201327,73,MIDI-PYRENEES,6
3800,201327,31,NORD-PAS-DE-CALAIS,0
3801,201327,52,PAYS-DE-LA-LOIRE,18
3802,201327,22,PICARDIE,0
3803,201327,54,POITOU-CHARENTES,3
3804,201327,93,PROVENCE-ALPES-COTE-D-AZUR,0
3805,201327,11,ILE-DE-FRANCE,0
3806,201327,82,RHONE-ALPES,18
3807,201326,42,ALSACE,0
3808,201326,72,AQUITAINE,0
3809,201326,83,AUVERGNE,0
3810,201326,25,BASSE-NORMANDIE,0
3811,201326,26,BOURGOGNE,0
3812,201326,53,BRETAGNE,93
3813,201326,24,CENTRE,1
3814,201326,21,CHAMPAGNE-ARDENNE,0
3815,201326,94,CORSE,0
3816,201326,43,FRANCHE-COMTE,19
3817,201326,23,HAUTE-NORMANDIE,0
3818,201326,91,LANGUEDOC-ROUSSILLON,0
3819,201326,74,LIMOUSIN,0
3820,201326,41,LORRAINE,0
3821,201326,73,MIDI-PYRENEES,0
3822,201326,31,NORD-PAS-DE-CALAIS,0
3823,201326,52,PAYS-DE-LA-LOIRE,14
3824,201326,22,PICARDIE,0
3825,201326,54,POITOU-CHARENTES,25
3826,201326,93,PROVENCE-ALPES-COTE-D-AZUR,0
3827,201326,11,ILE-DE-FRANCE,0
3828,201326,82,RHONE-ALPES,6
3829,201325,42,ALSACE,0
3830,201325,72,AQUITAINE,0
3831,201325,83,AUVERGNE,0
3832,201325,25,BASSE-NORMANDIE,0
3833,201325,26,BOURGOGNE,0
3834,201325,53,BRETAGNE,21
3835,201325,24,CENTRE,7
3836,201325,21,CHAMPAGNE-ARDENNE,0
3837,201325,94,CORSE,0
3838,201325,43,FRANCHE-COMTE,0
3839,201325,23,HAUTE-NORMANDIE,1
3840,201325,91,LANGUEDOC-ROUSSILLON,0
3841,201325,74,LIMOUSIN,0
3842,201325,41,LORRAINE,0
3843,201325,73,MIDI-PYRENEES,0
3844,201325,31,NORD-PAS-DE-CALAIS,17
3845,201325,52,PAYS-DE-LA-LOIRE,4
3846,201325,22,PICARDIE,0
3847,201325,54,POITOU-CHARENTES,12
3848,201325,93,PROVENCE-ALPES-COTE-D-AZUR,0
3849,201325,11,ILE-DE-FRANCE,6
3850,201325,82,RHONE-ALPES,2
3851,201324,42,ALSACE,0
3852,201324,72,AQUITAINE,27
3853,201324,83,AUVERGNE,0
3854,201324,25,BASSE-NORMANDIE,0
3855,201324,26,BOURGOGNE,14
3856,201324,53,BRETAGNE,16
3857,201324,24,CENTRE,0
3858,201324,21,CHAMPAGNE-ARDENNE,0
3859,201324,94,CORSE,0
3860,201324,43,FRANCHE-COMTE,0
3861,201324,23,HAUTE-NORMANDIE,4
3862,201324,91,LANGUEDOC-ROUSSILLON,24
3863,201324,74,LIMOUSIN,3
3864,201324,41,LORRAINE,11
3865,201324,73,MIDI-PYRENEES,5
3866,201324,31,NORD-PAS-DE-CALAIS,13
3867,201324,52,PAYS-DE-LA-LOIRE,0
3868,201324,22,PICARDIE,5
3869,201324,54,POITOU-CHARENTES,0
3870,201324,93,PROVENCE-ALPES-COTE-D-AZUR,12
3871,201324,11,ILE-DE-FRANCE,18
3872,201324,82,RHONE-ALPES,3
3873,201323,42,ALSACE,0
3874,201323,72,AQUITAINE,45
3875,201323,83,AUVERGNE,0
3876,201323,25,BASSE-NORMANDIE,0
3877,201323,26,BOURGOGNE,117
3878,201323,53,BRETAGNE,0
3879,201323,24,CENTRE,0
3880,201323,21,CHAMPAGNE-ARDENNE,10
3881,201323,94,CORSE,0
3882,201323,43,FRANCHE-COMTE,0
3883,201323,23,HAUTE-NORMANDIE,4
3884,201323,91,LANGUEDOC-ROUSSILLON,52
3885,201323,74,LIMOUSIN,22
3886,201323,41,LORRAINE,7
