amount,timestamp,user
25.0,2018-04-01 22:12:40,19.0
25.0,2017-03-11 13:35:15,19.0
50.0,2017-07-08 18:58:16,19.0
1500.0,2018-01-26 15:38:03,20.0
1500.0,2017-03-06 16:47:29,20.0
1000.0,2017-05-10 18:15:50,20.0
1500.0,2017-04-19 20:38:19,20.0
1000.0,2017-01-19 21:02:58,20.0
1000.0,2017-07-14 19:35:52,20.0
25.0,2017-07-15 16:18:01,23.0
25.0,2018-04-02 13:00:23,23.0
25.0,2016-08-19 17:06:20,24.0
50.0,2016-09-05 17:26:38,24.0
25.0,2017-04-12 21:31:08,24.0
25.0,2018-04-01 15:20:15,24.0
50.0,2016-11-09 13:14:31,24.0
50.0,2017-01-20 20:36:27,24.0
50.0,2017-08-12 19:19:31,24.0
25.0,2018-04-09 12:57:00,24.0
50.0,2017-07-02 14:22:10,24.0
25.0,2017-02-20 21:29:23,24.0
25.0,2017-04-01 17:15:21,25.0
50.0,2017-12-29 16:30:27,25.0
25.0,2018-01-26 20:55:16,25.0
25.0,2017-12-11 19:19:00,25.0
25.0,2018-01-14 16:45:37,25.0
25.0,2015-08-28 19:33:41,25.0
25.0,2015-07-30 18:11:47,25.0
25.0,2015-06-27 21:49:25,25.0
50.0,2018-01-21 13:16:29,26.0
250.0,2016-09-27 16:00:54,28.0
250.0,2017-03-31 11:07:18,28.0
25.0,2017-03-02 12:13:53,29.0
50.0,2017-09-06 21:31:04,29.0
25.0,2017-11-13 13:56:37,29.0
25.0,2018-04-22 22:50:26,29.0
1500.0,2015-07-03 22:10:32,31.0
2000.0,2015-07-07 13:03:47,31.0
1500.0,2015-12-15 11:02:12,31.0
1500.0,2018-03-27 14:29:47,31.0
25.0,2016-02-17 12:26:14,33.0
25.0,2016-03-04 21:19:03,33.0
25.0,2017-09-28 21:06:08,33.0
25.0,2016-03-06 15:19:33,35.0
25.0,2016-07-05 12:32:25,35.0
25.0,2015-04-20 19:32:17,35.0
25.0,2017-04-16 22:32:36,35.0
50.0,2016-12-16 18:28:43,35.0
25.0,2018-03-04 18:21:01,35.0
50.0,2016-06-02 15:45:25,38.0
75.0,2016-07-08 17:57:31,38.0
50.0,2015-03-25 16:49:39,38.0
50.0,2017-05-19 11:33:55,38.0
50.0,2016-05-30 16:20:01,38.0
50.0,2018-05-06 18:06:32,38.0
50.0,2017-02-06 19:19:50,38.0
50.0,2017-04-26 19:30:51,38.0
50.0,2017-01-09 12:52:00,38.0
50.0,2015-11-14 14:16:11,38.0
50.0,2016-02-18 22:28:38,38.0
50.0,2016-02-24 18:23:20,38.0
250.0,2018-04-10 22:04:58,39.0
250.0,2018-05-18 15:10:54,39.0
500.0,2017-07-10 22:32:03,39.0
25.0,2017-09-17 17:41:42,40.0
25.0,2017-02-09 21:39:51,40.0
50.0,2017-11-07 22:16:50,40.0
50.0,2017-11-15 11:50:41,40.0
25.0,2017-03-17 16:18:11,40.0
25.0,2016-12-24 21:47:58,41.0
25.0,2017-06-17 14:12:27,41.0
25.0,2018-01-13 17:52:35,41.0
25.0,2017-10-14 16:48:54,41.0
50.0,2017-02-18 13:38:44,41.0
25.0,2018-01-08 20:22:56,41.0
75.0,2016-07-29 15:24:14,42.0
100.0,2017-01-13 19:08:16,42.0
75.0,2017-11-24 20:29:44,42.0
25.0,2017-09-08 17:30:12,45.0
25.0,2018-02-16 17:33:23,45.0
50.0,2017-05-03 20:53:31,45.0
50.0,2018-02-12 15:51:16,45.0
25.0,2017-07-05 12:30:52,45.0
50.0,2018-05-26 18:13:05,45.0
25.0,2017-05-14 18:53:50,46.0
25.0,2018-03-29 11:57:03,46.0
25.0,2018-03-28 20:38:16,46.0
25.0,2018-01-08 13:43:07,46.0
25.0,2017-11-08 22:09:33,50.0
25.0,2017-12-01 20:18:13,50.0
75.0,2018-04-21 16:09:39,51.0
50.0,2017-07-03 21:55:00,51.0
50.0,2018-05-18 13:46:04,51.0
75.0,2017-12-28 18:22:30,51.0
100.0,2017-01-23 19:48:54,52.0
100.0,2016-05-21 20:37:34,52.0
100.0,2016-12-20 12:28:05,52.0
100.0,2018-04-08 21:21:55,52.0
250.0,2017-10-11 17:39:28,52.0
250.0,2017-05-10 12:39:09,52.0
100.0,2018-01-30 22:55:57,52.0
250.0,2017-01-01 21:11:05,52.0
25.0,2016-05-13 20:59:04,54.0
25.0,2016-10-06 20:59:31,54.0
25.0,2016-02-14 19:39:55,54.0
25.0,2017-02-25 14:40:14,54.0
25.0,2015-12-04 19:31:37,54.0
25.0,2015-10-02 18:26:54,54.0
25.0,2016-08-07 11:40:04,54.0
25.0,2017-05-07 12:19:36,54.0
25.0,2017-05-18 15:28:46,54.0
25.0,2015-02-16 13:23:01,54.0
25.0,2017-10-24 20:07:55,54.0
25.0,2015-10-06 15:02:00,54.0
50.0,2017-06-21 18:17:37,54.0
25.0,2015-04-21 12:40:48,54.0
25.0,2015-10-29 13:04:19,54.0
25.0,2017-04-27 17:41:01,54.0
25.0,2015-03-26 19:05:09,54.0
25.0,2017-08-27 21:53:06,54.0
50.0,2017-10-20 22:46:57,54.0
25.0,2017-09-04 12:03:45,54.0
50.0,2018-01-14 11:20:28,56.0
50.0,2017-08-10 20:19:13,57.0
50.0,2018-02-26 20:53:50,57.0
75.0,2017-11-21 18:38:03,59.0
50.0,2018-01-25 21:18:39,59.0
50.0,2018-01-21 13:02:19,59.0
50.0,2018-01-28 13:07:52,59.0
50.0,2017-11-29 12:08:22,59.0
25.0,2017-11-12 13:25:05,63.0
25.0,2018-05-07 19:21:30,65.0
25.0,2017-12-23 15:37:03,66.0
25.0,2018-02-15 19:00:19,66.0
50.0,2018-01-23 17:11:42,66.0
25.0,2017-12-05 11:41:47,66.0
500.0,2017-06-14 12:50:54,69.0
500.0,2017-11-08 13:58:54,69.0
25.0,2018-03-23 20:13:00,70.0
50.0,2017-08-10 17:58:13,71.0
50.0,2017-01-14 18:07:43,71.0
25.0,2018-02-28 17:09:10,71.0
25.0,2017-11-18 22:51:56,71.0
50.0,2017-07-20 14:06:31,71.0
25.0,2017-10-03 14:33:53,71.0
25.0,2017-08-13 17:06:32,73.0
50.0,2018-02-08 16:46:04,73.0
25.0,2017-12-21 17:09:59,74.0
25.0,2016-12-04 17:42:48,74.0
25.0,2017-10-23 19:12:57,75.0
25.0,2015-03-02 18:00:01,75.0
25.0,2016-06-20 11:06:32,75.0
25.0,2015-09-28 19:46:16,75.0
25.0,2015-03-04 19:39:56,75.0
50.0,2018-01-11 20:18:27,75.0
50.0,2015-04-01 11:55:27,75.0
50.0,2016-04-03 14:28:12,75.0
50.0,2017-11-15 17:56:30,78.0
50.0,2018-02-12 17:35:05,78.0
25.0,2017-10-23 18:19:18,78.0
25.0,2018-02-28 12:34:03,80.0
25.0,2017-03-06 20:50:12,80.0
25.0,2017-03-11 11:31:08,80.0
50.0,2017-11-05 15:20:22,80.0
50.0,2018-01-01 13:39:55,81.0
25.0,2015-03-21 18:46:13,81.0
25.0,2018-02-05 16:29:01,81.0
25.0,2015-06-29 12:41:20,81.0
25.0,2016-06-17 20:19:04,81.0
25.0,2018-05-30 18:01:54,81.0
50.0,2017-08-19 19:59:25,81.0
25.0,2016-04-16 17:35:21,81.0
25.0,2016-06-11 22:45:20,81.0
25.0,2016-08-28 16:36:12,81.0
50.0,2015-05-30 17:05:07,81.0
50.0,2015-10-06 18:41:12,81.0
25.0,2017-02-26 21:33:16,83.0
25.0,2015-06-20 21:16:00,83.0
25.0,2015-05-09 15:08:48,83.0
25.0,2016-09-27 22:59:48,83.0
50.0,2016-03-08 19:58:57,83.0
25.0,2016-07-02 17:21:31,83.0
25.0,2016-05-27 12:47:13,83.0
25.0,2017-03-04 22:32:38,83.0
50.0,2018-01-12 13:33:43,83.0
25.0,2015-05-31 19:51:49,83.0
50.0,2016-03-25 12:45:40,83.0
25.0,2016-12-25 19:36:17,83.0
25.0,2018-06-03 21:05:19,84.0
25.0,2015-12-14 12:42:27,85.0
25.0,2017-06-28 22:23:06,85.0
25.0,2017-01-08 11:05:53,85.0
50.0,2016-10-01 20:24:08,85.0
25.0,2016-01-16 22:17:03,85.0
25.0,2017-01-16 17:35:20,85.0
1000.0,2018-03-28 14:52:34,88.0
100.0,2016-12-30 20:31:57,89.0
100.0,2017-02-15 15:34:04,89.0
250.0,2017-01-12 22:26:05,89.0
100.0,2016-02-29 19:33:10,89.0
25.0,2017-09-07 13:37:24,93.0
50.0,2016-03-14 22:04:49,93.0
50.0,2016-12-03 14:37:03,93.0
100.0,2016-02-05 16:31:19,96.0
250.0,2016-07-22 21:17:32,96.0
100.0,2017-10-06 13:11:10,96.0
100.0,2017-06-30 13:54:29,96.0
250.0,2017-06-21 17:58:12,96.0
250.0,2017-11-14 15:36:33,96.0
100.0,2016-09-20 15:55:13,96.0
100.0,2016-04-30 13:03:43,96.0
100.0,2018-03-22 19:17:17,96.0
250.0,2017-06-07 15:10:52,96.0
100.0,2016-04-18 16:49:49,96.0
100.0,2016-08-24 18:44:15,96.0
100.0,2017-12-30 20:22:00,96.0
250.0,2016-12-01 19:21:44,96.0
250.0,2018-01-16 13:33:49,96.0
100.0,2017-07-27 19:18:06,96.0
250.0,2016-04-25 22:34:34,96.0
100.0,2017-09-02 16:51:11,96.0
25.0,2017-04-12 20:07:42,97.0
25.0,2016-03-10 11:20:08,98.0
50.0,2016-06-20 21:00:34,98.0
25.0,2017-09-24 22:52:35,98.0
25.0,2016-07-13 16:24:06,98.0
25.0,2017-06-01 13:19:08,98.0
25.0,2016-02-18 22:48:19,98.0
25.0,2016-10-07 13:49:34,98.0
25.0,2015-09-30 17:58:37,98.0
25.0,2015-07-20 11:35:52,98.0
50.0,2017-12-02 15:18:16,98.0
25.0,2015-12-19 14:15:54,98.0
25.0,2015-08-27 16:42:45,98.0
25.0,2017-03-11 15:04:15,98.0
50.0,2016-01-03 21:11:50,98.0
25.0,2017-02-02 22:07:06,98.0
50.0,2016-10-26 22:41:33,98.0
25.0,2018-02-06 22:31:37,100.0
25.0,2017-02-11 12:39:18,101.0
25.0,2017-07-10 22:50:48,101.0
25.0,2016-11-05 11:41:53,101.0
25.0,2017-09-10 11:15:00,101.0
25.0,2017-10-14 11:34:39,101.0
25.0,2016-09-24 13:22:33,101.0
100.0,2017-05-01 15:36:44,102.0
250.0,2018-05-15 11:43:07,102.0
25.0,2016-04-12 18:38:20,103.0
25.0,2017-09-19 21:07:33,103.0
25.0,2016-12-23 15:35:20,103.0
50.0,2018-03-22 17:38:56,103.0
25.0,2016-05-16 13:39:57,103.0
25.0,2016-05-06 13:16:42,103.0
25.0,2018-01-26 14:44:00,107.0
50.0,2017-03-08 12:56:12,107.0
50.0,2017-08-20 13:05:16,108.0
50.0,2016-04-18 22:19:29,108.0
50.0,2016-04-14 15:38:40,108.0
50.0,2016-11-10 22:43:17,108.0
25.0,2016-10-24 15:23:07,108.0
50.0,2016-11-06 18:14:49,108.0
50.0,2017-11-05 18:14:12,109.0
50.0,2018-04-01 11:01:48,110.0
50.0,2018-02-04 22:20:50,110.0
50.0,2017-05-17 19:41:07,111.0
25.0,2015-07-17 21:20:32,111.0
25.0,2015-06-16 16:07:49,111.0
50.0,2018-04-30 12:48:56,111.0
50.0,2016-03-30 11:07:22,111.0
25.0,2016-10-23 22:02:09,111.0
25.0,2016-11-22 20:46:30,111.0
25.0,2015-10-05 15:27:22,111.0
25.0,2017-11-05 18:23:13,111.0
25.0,2018-02-04 11:47:40,111.0
50.0,2015-06-29 22:15:02,111.0
25.0,2017-11-17 22:34:33,111.0
50.0,2016-09-10 14:53:46,111.0
25.0,2016-02-07 16:35:32,111.0
25.0,2016-12-30 14:41:22,111.0
25.0,2017-04-15 13:18:51,112.0
25.0,2018-03-11 22:52:39,112.0
25.0,2018-05-06 12:10:45,113.0
50.0,2018-04-01 14:46:34,113.0
25.0,2018-05-18 18:19:39,113.0
25.0,2017-01-04 16:30:21,113.0
25.0,2017-03-02 17:29:34,113.0
25.0,2017-07-03 18:02:43,113.0
25.0,2017-06-14 18:42:53,113.0
50.0,2016-11-11 15:31:05,113.0
1000.0,2018-02-28 18:31:12,117.0
1500.0,2017-08-08 22:23:43,117.0
25.0,2017-08-08 21:40:50,119.0
1000.0,2017-11-06 13:52:45,120.0
50.0,2017-11-14 21:09:06,121.0
50.0,2017-08-03 21:11:47,124.0
25.0,2017-10-27 11:05:09,124.0
25.0,2018-04-05 14:54:43,124.0
25.0,2018-04-26 16:29:42,125.0
25.0,2018-02-28 22:27:53,125.0
25.0,2018-01-12 14:08:52,125.0
25.0,2018-03-27 22:00:38,125.0
25.0,2018-02-08 21:53:22,125.0
25.0,2018-02-09 18:28:19,126.0
25.0,2018-03-25 22:06:47,127.0
50.0,2017-11-24 20:01:41,127.0
25.0,2017-11-07 17:37:07,127.0
25.0,2018-03-02 17:52:40,127.0
25.0,2017-08-30 21:57:18,127.0
25.0,2017-09-25 21:21:49,127.0
25.0,2017-06-05 13:26:35,127.0
50.0,2017-06-03 13:02:35,127.0
1500.0,2016-12-12 14:40:36,128.0
1500.0,2017-12-17 18:40:26,128.0
1500.0,2016-12-05 16:22:55,128.0
1500.0,2017-09-09 17:12:39,128.0
1500.0,2016-11-07 17:22:15,128.0
2000.0,2018-04-22 20:37:45,128.0
25.0,2015-12-30 14:30:31,129.0
25.0,2017-01-25 13:03:20,129.0
50.0,2017-01-27 21:50:43,129.0
25.0,2016-11-04 15:45:13,129.0
25.0,2016-12-20 22:58:13,129.0
50.0,2016-10-30 12:29:39,129.0
50.0,2016-05-31 14:05:17,129.0
50.0,2015-12-11 22:25:53,129.0
25.0,2017-08-24 20:25:04,129.0
25.0,2017-04-18 12:31:03,129.0
50.0,2016-08-13 13:11:32,129.0
50.0,2016-10-02 18:39:21,129.0
25.0,2018-02-05 12:42:05,129.0
50.0,2016-05-11 14:13:08,129.0
25.0,2016-02-15 12:01:25,129.0
500.0,2017-11-21 22:34:00,130.0
1000.0,2018-04-13 17:10:34,130.0
25.0,2018-05-25 14:21:18,131.0
25.0,2018-02-09 14:31:49,131.0
50.0,2017-05-17 11:47:29,132.0
25.0,2016-11-08 18:53:14,133.0
25.0,2015-12-16 18:11:00,133.0
25.0,2018-05-30 11:24:17,133.0
25.0,2016-05-17 21:02:30,134.0
50.0,2018-04-10 15:36:12,134.0
25.0,2017-07-31 18:04:45,134.0
50.0,2016-07-01 17:45:03,134.0
25.0,2017-09-17 17:43:15,134.0
25.0,2015-04-25 16:00:15,134.0
25.0,2017-10-17 19:48:02,134.0
25.0,2018-01-11 22:26:01,134.0
50.0,2018-02-27 16:06:40,134.0
25.0,2016-07-18 12:40:49,134.0
50.0,2018-03-21 11:33:50,134.0
25.0,2017-11-29 17:55:39,134.0
25.0,2017-05-21 20:21:34,134.0
50.0,2017-08-21 11:43:20,134.0
25.0,2017-06-05 21:54:29,134.0
25.0,2017-03-31 19:38:18,134.0
50.0,2016-12-14 16:25:56,134.0
25.0,2016-03-31 16:52:10,134.0
25.0,2016-10-22 14:23:36,134.0
25.0,2015-02-11 20:47:34,134.0
100.0,2016-04-12 13:36:04,135.0
100.0,2016-02-26 17:01:52,135.0
250.0,2015-06-13 20:57:45,135.0
100.0,2015-06-07 19:53:32,135.0
100.0,2017-04-07 21:05:41,135.0
250.0,2018-05-12 15:02:53,135.0
100.0,2018-04-19 20:39:27,135.0
100.0,2016-10-21 18:19:08,135.0
250.0,2016-07-09 16:52:20,135.0
100.0,2015-04-15 16:36:59,135.0
250.0,2016-05-18 17:22:23,135.0
250.0,2016-04-20 17:07:10,135.0
250.0,2017-10-24 15:46:38,135.0
100.0,2017-09-23 19:01:36,135.0
250.0,2018-03-24 18:24:41,135.0
100.0,2017-06-13 14:15:09,135.0
50.0,2016-02-03 13:25:16,137.0
25.0,2017-02-26 19:40:22,137.0
50.0,2017-04-25 17:46:02,137.0
25.0,2016-09-17 19:47:11,137.0
25.0,2017-12-04 15:15:04,137.0
50.0,2016-11-06 11:11:15,137.0
50.0,2018-02-17 13:07:14,139.0
25.0,2018-04-15 21:42:05,139.0
1500.0,2016-10-09 11:59:04,144.0
1500.0,2017-04-13 17:35:08,144.0
1500.0,2017-03-30 20:59:33,144.0
1500.0,2018-02-16 13:38:54,144.0
1500.0,2017-12-21 13:17:59,144.0
1500.0,2017-07-23 19:33:18,144.0
2000.0,2016-04-28 21:19:56,144.0
2000.0,2016-11-11 15:18:01,144.0
1500.0,2017-12-05 20:37:08,144.0
50.0,2017-11-12 21:59:01,145.0
25.0,2018-01-15 14:12:36,145.0
50.0,2018-05-11 21:27:49,145.0
50.0,2017-06-01 18:17:04,145.0
25.0,2017-08-10 16:26:44,145.0
50.0,2017-09-25 19:08:33,146.0
50.0,2016-04-03 11:28:04,146.0
50.0,2018-02-15 18:44:50,146.0
75.0,2016-01-07 18:42:15,146.0
50.0,2018-05-02 11:46:21,146.0
50.0,2016-01-14 15:40:22,146.0
75.0,2018-02-22 19:11:32,146.0
75.0,2015-12-31 22:58:11,146.0
50.0,2017-04-15 15:19:06,146.0
50.0,2017-01-14 12:41:25,149.0
50.0,2017-06-29 16:17:56,149.0
50.0,2017-04-17 16:16:22,151.0
50.0,2017-03-13 13:48:32,151.0
50.0,2017-03-11 13:27:01,151.0
50.0,2015-04-25 14:12:06,151.0
50.0,2017-01-10 14:19:46,151.0
50.0,2017-06-14 11:37:40,151.0
50.0,2016-03-26 20:25:23,151.0
50.0,2016-05-12 16:47:25,151.0
50.0,2015-07-31 11:40:28,151.0
25.0,2016-10-22 11:52:50,152.0
50.0,2018-04-22 18:45:48,152.0
25.0,2017-10-09 20:57:54,153.0
50.0,2017-02-06 14:57:26,153.0
25.0,2017-09-03 19:45:06,153.0
50.0,2017-11-29 17:21:47,153.0
75.0,2016-05-12 21:05:42,155.0
100.0,2017-07-04 15:35:37,155.0
100.0,2017-01-14 12:18:34,155.0
75.0,2017-12-16 12:58:30,155.0
75.0,2015-06-14 22:28:45,155.0
75.0,2017-05-21 13:41:43,155.0
100.0,2018-05-07 16:07:02,155.0
75.0,2016-09-11 14:53:21,155.0
100.0,2017-09-26 12:25:53,155.0
75.0,2017-08-04 14:09:52,155.0
75.0,2016-01-12 11:21:52,155.0
75.0,2017-10-10 20:10:25,155.0
25.0,2018-05-30 14:51:59,158.0
25.0,2015-12-16 11:30:08,159.0
50.0,2015-10-14 21:30:06,159.0
25.0,2016-04-11 14:36:50,159.0
25.0,2015-12-05 17:11:34,159.0
50.0,2017-04-19 17:14:09,159.0
25.0,2016-08-31 18:38:24,159.0
500.0,2017-12-22 11:34:02,160.0
500.0,2018-03-23 19:44:22,160.0
50.0,2017-11-23 14:00:30,162.0
50.0,2017-07-07 21:20:46,163.0
50.0,2017-10-08 12:10:45,165.0
50.0,2017-10-14 20:21:56,166.0
25.0,2018-01-06 14:13:17,166.0
25.0,2018-02-18 20:39:14,166.0
50.0,2018-01-02 11:51:42,168.0
25.0,2017-08-10 18:32:19,168.0
25.0,2017-08-18 13:21:46,168.0
25.0,2017-12-29 22:42:59,169.0
25.0,2017-11-07 21:13:25,169.0
50.0,2018-05-09 22:38:33,169.0
50.0,2018-01-20 18:09:16,170.0
75.0,2017-10-16 16:57:23,170.0
50.0,2017-09-05 15:16:48,170.0
50.0,2018-05-17 14:56:44,170.0
50.0,2017-09-13 22:01:00,170.0
25.0,2017-06-15 14:49:29,174.0
25.0,2015-02-11 13:46:22,174.0
25.0,2016-04-04 19:17:21,174.0
25.0,2015-05-26 19:22:28,174.0
50.0,2017-10-16 15:09:09,174.0
25.0,2017-12-27 17:41:05,174.0
25.0,2016-03-09 14:54:24,174.0
25.0,2017-04-18 14:37:15,174.0
50.0,2017-01-18 17:50:30,174.0
25.0,2016-08-22 18:23:29,174.0
25.0,2015-11-11 21:18:35,174.0
25.0,2017-10-18 16:40:15,174.0
50.0,2016-08-31 22:39:13,175.0
25.0,2017-12-20 20:20:50,175.0
25.0,2015-10-22 12:00:44,175.0
25.0,2017-12-29 19:42:50,175.0
25.0,2015-10-04 13:33:12,175.0
25.0,2016-09-02 21:37:52,175.0
25.0,2017-05-04 11:57:43,175.0
50.0,2016-03-12 13:35:59,175.0
50.0,2017-08-04 18:37:01,175.0
25.0,2017-08-01 19:51:44,175.0
50.0,2016-04-24 17:10:54,175.0
25.0,2016-10-25 13:47:53,175.0
25.0,2018-04-28 14:22:34,177.0
25.0,2018-02-14 11:00:48,177.0
25.0,2016-05-03 12:27:35,177.0
50.0,2015-05-27 16:47:53,177.0
50.0,2018-04-17 11:45:55,177.0
25.0,2018-05-19 17:56:23,177.0
25.0,2018-04-18 20:32:28,177.0
25.0,2017-07-20 14:51:24,177.0
25.0,2016-02-15 20:56:06,177.0
25.0,2015-04-02 20:36:37,177.0
25.0,2017-06-02 13:31:34,177.0
25.0,2016-11-29 21:54:15,177.0
25.0,2017-08-01 11:40:09,177.0
25.0,2018-03-21 14:39:39,177.0
25.0,2016-03-12 18:55:54,177.0
25.0,2015-06-23 20:53:30,177.0
1500.0,2018-04-24 12:16:23,179.0
1000.0,2018-03-17 22:12:10,179.0
100.0,2016-05-24 21:42:31,180.0
100.0,2018-02-15 17:45:52,180.0
100.0,2016-11-24 21:45:30,180.0
100.0,2017-01-26 13:46:27,180.0
100.0,2017-12-01 21:22:13,180.0
100.0,2015-11-30 11:55:27,180.0
50.0,2018-03-20 22:49:28,181.0
50.0,2017-11-08 17:06:36,181.0
50.0,2018-04-20 21:23:54,181.0
25.0,2018-01-05 15:13:29,187.0
25.0,2018-04-11 20:08:35,187.0
50.0,2018-04-09 13:30:57,187.0
50.0,2016-10-09 18:57:14,188.0
50.0,2017-02-02 17:51:34,188.0
50.0,2016-09-22 14:22:17,188.0
50.0,2016-10-03 21:50:24,188.0
25.0,2018-05-14 13:25:42,192.0
50.0,2016-06-23 18:39:36,192.0
25.0,2017-09-25 13:19:31,192.0
25.0,2018-04-03 11:53:07,192.0
25.0,2017-10-08 11:08:31,192.0
50.0,2016-12-17 13:51:31,192.0
25.0,2017-06-03 15:36:43,192.0
25.0,2015-09-01 14:40:07,192.0
25.0,2016-02-02 15:37:44,192.0
25.0,2018-05-01 16:14:10,192.0
50.0,2016-05-25 11:24:38,192.0
50.0,2016-02-13 19:49:08,192.0
50.0,2017-11-26 20:31:07,196.0
25.0,2018-04-10 12:49:00,197.0
50.0,2017-10-29 21:57:54,197.0
25.0,2015-10-13 20:28:17,197.0
25.0,2016-12-20 13:44:28,197.0
25.0,2017-10-25 17:45:18,197.0
25.0,2017-03-13 18:22:28,197.0
1500.0,2018-05-04 14:42:20,199.0
25.0,2017-12-11 15:05:07,200.0
50.0,2018-01-02 22:45:49,200.0
25.0,2017-06-24 15:48:38,200.0
1000.0,2018-04-13 19:04:31,201.0
500.0,2017-06-14 15:41:46,201.0
1000.0,2017-04-17 21:29:00,202.0
1000.0,2016-07-08 15:27:26,202.0
1000.0,2017-05-06 13:25:59,202.0
1500.0,2018-03-14 11:52:45,202.0
25.0,2017-04-22 11:30:18,204.0
25.0,2018-01-13 16:34:12,204.0
25.0,2018-01-19 17:05:29,205.0
25.0,2017-08-03 21:53:56,205.0
25.0,2017-12-20 16:29:23,206.0
1500.0,2018-01-25 16:13:38,207.0
1500.0,2017-08-17 20:59:21,207.0
2000.0,2015-03-14 20:29:34,207.0
1500.0,2015-12-29 19:48:12,207.0
2000.0,2016-08-15 18:58:54,207.0
2000.0,2018-03-02 14:20:53,207.0
1500.0,2018-04-17 13:10:20,207.0
2000.0,2018-03-14 15:46:27,207.0
1000.0,2017-09-27 14:52:56,208.0
250.0,2017-08-09 13:06:13,211.0
250.0,2018-02-15 20:56:52,211.0
500.0,2018-03-15 21:56:02,211.0
250.0,2016-06-23 20:31:32,211.0
250.0,2016-09-07 20:06:35,211.0
250.0,2016-03-06 16:26:27,211.0
250.0,2017-05-11 20:19:17,211.0
250.0,2017-05-06 12:09:46,211.0
500.0,2016-03-01 18:11:05,211.0
250.0,2016-07-27 14:22:48,211.0
250.0,2015-12-19 22:39:10,211.0
250.0,2015-12-31 20:22:54,211.0
250.0,2016-08-06 22:02:50,211.0
250.0,2017-09-23 16:07:46,211.0
250.0,2017-10-03 18:13:20,211.0
500.0,2017-12-19 19:06:38,211.0
500.0,2015-11-20 22:59:04,211.0
250.0,2016-06-08 21:14:39,211.0
500.0,2018-01-11 15:28:19,212.0
25.0,2015-10-17 14:49:03,213.0
50.0,2017-12-12 15:19:56,213.0
50.0,2016-12-19 22:44:54,213.0
25.0,2017-07-31 16:46:15,213.0
50.0,2018-05-06 12:42:26,213.0
25.0,2016-05-22 12:27:10,213.0
50.0,2018-02-15 14:52:58,214.0
50.0,2017-05-06 21:32:12,214.0
50.0,2017-07-20 13:52:32,214.0
25.0,2017-04-16 17:20:48,214.0
25.0,2017-07-07 21:23:19,214.0
25.0,2016-02-10 21:18:36,214.0
25.0,2015-06-13 15:12:05,214.0
50.0,2016-01-21 11:37:53,214.0
25.0,2017-10-11 15:55:23,217.0
25.0,2017-07-02 20:52:01,217.0
25.0,2018-01-01 22:46:49,217.0
25.0,2017-07-28 20:24:48,217.0
50.0,2017-06-11 22:01:19,217.0
25.0,2018-03-08 16:17:56,217.0
25.0,2017-06-04 21:11:59,217.0
25.0,2017-05-18 22:26:46,217.0
25.0,2017-03-02 11:14:54,217.0
25.0,2017-10-24 17:13:27,217.0
25.0,2017-11-06 22:19:34,218.0
50.0,2016-08-15 14:00:09,220.0
